board_name,instance_id,ref_des,wacv_type,raw_annotation,kicad_class,kicad_footprint,box_x1,box_y1,box_x2,box_y2,confidence,num_polygon_points,polygon_points_compact,polygon_points_json
ACM-109_Bottom,11,C4,capacitor,capacitor C25,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,407,403,420,427,0.919,12,"(409.0,402.0); (406.0,404.0); (406.0,425.0); (408.0,428.0); (419.0,428.0); (419.0,427.0); (420.0,426.0); (420.0,405.0); (419.0,404.0); (419.0,403.0); (418.0,403.0); (417.0,402.0)","[[409.0, 402.0], [406.0, 404.0], [406.0, 425.0], [408.0, 428.0], [419.0, 428.0], [419.0, 427.0], [420.0, 426.0], [420.0, 405.0], [419.0, 404.0], [419.0, 403.0], [418.0, 403.0], [417.0, 402.0]]"
ACM-109_Bottom,12,C5,capacitor,capacitor C6,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,313,364,327,388,0.928,20,"(313.0,364.0); (312.0,365.0); (312.0,378.0); (311.0,379.0); (311.0,384.0); (312.0,385.0); (312.0,387.0); (313.0,388.0); (322.0,388.0); (323.0,387.0); (324.0,387.0); (326.0,384.0); (326.0,383.0); (325.0,382.0); (325.0,378.0); (326.0,377.0); (326.0,376.0); (325.0,375.0); (325.0,365.0); (324.0,364.0)","[[313.0, 364.0], [312.0, 365.0], [312.0, 378.0], [311.0, 379.0], [311.0, 384.0], [312.0, 385.0], [312.0, 387.0], [313.0, 388.0], [322.0, 388.0], [323.0, 387.0], [324.0, 387.0], [326.0, 384.0], [326.0, 383.0], [325.0, 382.0], [325.0, 378.0], [326.0, 377.0], [326.0, 376.0], [325.0, 375.0], [325.0, 365.0], [324.0, 364.0]]"
ACM-109_Bottom,13,C6,capacitor,capacitor C11,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,281,383,295,408,0.908,12,"(282.0,385.0); (281.0,386.0); (281.0,392.0); (280.0,393.0); (280.0,406.0); (283.0,409.0); (289.0,409.0); (290.0,408.0); (292.0,408.0); (294.0,406.0); (294.0,390.0); (291.0,385.0)","[[282.0, 385.0], [281.0, 386.0], [281.0, 392.0], [280.0, 393.0], [280.0, 406.0], [283.0, 409.0], [289.0, 409.0], [290.0, 408.0], [292.0, 408.0], [294.0, 406.0], [294.0, 390.0], [291.0, 385.0]]"
ACM-109_Bottom,14,C7,capacitor,capacitor C10,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,251,361,265,387,0.949,25,"(250.0,363.0); (250.0,366.0); (249.0,367.0); (249.0,368.0); (250.0,369.0); (250.0,374.0); (249.0,375.0); (249.0,376.0); (250.0,377.0); (250.0,380.0); (251.0,381.0); (251.0,384.0); (254.0,386.0); (258.0,386.0); (259.0,387.0); (260.0,387.0); (261.0,386.0); (263.0,386.0); (265.0,384.0); (265.0,365.0); (264.0,364.0); (264.0,363.0); (263.0,362.0); (252.0,362.0); (251.0,363.0)","[[250.0, 363.0], [250.0, 366.0], [249.0, 367.0], [249.0, 368.0], [250.0, 369.0], [250.0, 374.0], [249.0, 375.0], [249.0, 376.0], [250.0, 377.0], [250.0, 380.0], [251.0, 381.0], [251.0, 384.0], [254.0, 386.0], [258.0, 386.0], [259.0, 387.0], [260.0, 387.0], [261.0, 386.0], [263.0, 386.0], [265.0, 384.0], [265.0, 365.0], [264.0, 364.0], [264.0, 363.0], [263.0, 362.0], [252.0, 362.0], [251.0, 363.0]]"
ACM-109_Bottom,15,C8,capacitor,capacitor C8,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,231,342,256,357,0.951,13,"(231.0,344.0); (232.0,345.0); (232.0,354.0); (233.0,355.0); (239.0,355.0); (240.0,356.0); (253.0,356.0); (253.0,355.0); (254.0,354.0); (254.0,343.0); (245.0,343.0); (244.0,342.0); (234.0,342.0)","[[231.0, 344.0], [232.0, 345.0], [232.0, 354.0], [233.0, 355.0], [239.0, 355.0], [240.0, 356.0], [253.0, 356.0], [253.0, 355.0], [254.0, 354.0], [254.0, 343.0], [245.0, 343.0], [244.0, 342.0], [234.0, 342.0]]"
ACM-109_Bottom,16,C9,capacitor,capacitor C15,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,189,388,213,401,0.933,22,"(188.0,389.0); (188.0,399.0); (196.0,399.0); (197.0,400.0); (207.0,400.0); (208.0,401.0); (210.0,401.0); (211.0,400.0); (212.0,400.0); (212.0,399.0); (213.0,398.0); (213.0,389.0); (212.0,388.0); (202.0,388.0); (201.0,389.0); (200.0,389.0); (199.0,388.0); (196.0,388.0); (195.0,389.0); (194.0,388.0); (190.0,388.0); (189.0,389.0)","[[188.0, 389.0], [188.0, 399.0], [196.0, 399.0], [197.0, 400.0], [207.0, 400.0], [208.0, 401.0], [210.0, 401.0], [211.0, 400.0], [212.0, 400.0], [212.0, 399.0], [213.0, 398.0], [213.0, 389.0], [212.0, 388.0], [202.0, 388.0], [201.0, 389.0], [200.0, 389.0], [199.0, 388.0], [196.0, 388.0], [195.0, 389.0], [194.0, 388.0], [190.0, 388.0], [189.0, 389.0]]"
ACM-109_Bottom,17,C10,capacitor,capacitor C7,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,293,320,319,334,0.937,17,"(292.0,322.0); (292.0,331.0); (294.0,333.0); (296.0,333.0); (297.0,334.0); (310.0,334.0); (311.0,333.0); (314.0,333.0); (315.0,332.0); (316.0,332.0); (316.0,331.0); (317.0,330.0); (317.0,321.0); (314.0,319.0); (296.0,319.0); (295.0,320.0); (294.0,320.0)","[[292.0, 322.0], [292.0, 331.0], [294.0, 333.0], [296.0, 333.0], [297.0, 334.0], [310.0, 334.0], [311.0, 333.0], [314.0, 333.0], [315.0, 332.0], [316.0, 332.0], [316.0, 331.0], [317.0, 330.0], [317.0, 321.0], [314.0, 319.0], [296.0, 319.0], [295.0, 320.0], [294.0, 320.0]]"
ACM-109_Bottom,18,C11,capacitor,capacitor C9,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,242,323,267,338,0.949,14,"(242.0,324.0); (242.0,333.0); (243.0,334.0); (243.0,335.0); (245.0,337.0); (248.0,337.0); (249.0,338.0); (262.0,338.0); (263.0,337.0); (264.0,337.0); (267.0,334.0); (267.0,325.0); (264.0,322.0); (244.0,322.0)","[[242.0, 324.0], [242.0, 333.0], [243.0, 334.0], [243.0, 335.0], [245.0, 337.0], [248.0, 337.0], [249.0, 338.0], [262.0, 338.0], [263.0, 337.0], [264.0, 337.0], [267.0, 334.0], [267.0, 325.0], [264.0, 322.0], [244.0, 322.0]]"
ACM-109_Bottom,19,J2,connector,connector CNB,Connector,Connector_PinHeader_2.54mm:PinHeader_1x04_P2.54mm_Vert,77,586,492,688,0.953,18,"(79.0,601.0); (77.0,679.0); (123.0,664.0); (137.0,685.0); (434.0,684.0); (440.0,664.0); (480.0,674.0); (482.0,685.0); (492.0,679.0); (492.0,604.0); (480.0,593.0); (451.0,597.0); (442.0,608.0); (432.0,599.0); (439.0,590.0); (133.0,587.0); (127.0,609.0); (113.0,597.0)","[[79.0, 601.0], [77.0, 679.0], [123.0, 664.0], [137.0, 685.0], [434.0, 684.0], [440.0, 664.0], [480.0, 674.0], [482.0, 685.0], [492.0, 679.0], [492.0, 604.0], [480.0, 593.0], [451.0, 597.0], [442.0, 608.0], [432.0, 599.0], [439.0, 590.0], [133.0, 587.0], [127.0, 609.0], [113.0, 597.0]]"
ACM-109_Bottom,20,U2,component,"""emi filter"" EM2",Generic_Component,Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,133,369,176,396,0.922,22,"(131.0,367.0); (131.0,394.0); (132.0,395.0); (142.0,395.0); (146.0,391.0); (148.0,395.0); (159.0,395.0); (162.0,392.0); (166.0,395.0); (176.0,395.0); (177.0,393.0); (176.0,388.0); (177.0,368.0); (176.0,367.0); (165.0,367.0); (162.0,370.0); (158.0,366.0); (156.0,367.0); (150.0,366.0); (146.0,369.0); (144.0,369.0); (142.0,367.0)","[[131.0, 367.0], [131.0, 394.0], [132.0, 395.0], [142.0, 395.0], [146.0, 391.0], [148.0, 395.0], [159.0, 395.0], [162.0, 392.0], [166.0, 395.0], [176.0, 395.0], [177.0, 393.0], [176.0, 388.0], [177.0, 368.0], [176.0, 367.0], [165.0, 367.0], [162.0, 370.0], [158.0, 366.0], [156.0, 367.0], [150.0, 366.0], [146.0, 369.0], [144.0, 369.0], [142.0, 367.0]]"
ACM-109_Bottom,21,R6,resistor,"""resistor network"" RM1",Resistor_SMD,Resistor_SMD:R_0805_2012Metric,17,316,73,356,0.972,8,"(14.0,317.0); (14.0,350.0); (17.0,355.0); (37.0,356.0); (73.0,354.0); (72.0,316.0); (34.0,317.0); (15.0,316.0)","[[14.0, 317.0], [14.0, 350.0], [17.0, 355.0], [37.0, 356.0], [73.0, 354.0], [72.0, 316.0], [34.0, 317.0], [15.0, 316.0]]"
ACM-109_Bottom,22,R7,resistor,resistor R12,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,41,248,54,275,0.935,20,"(51.0,248.0); (42.0,248.0); (42.0,249.0); (41.0,250.0); (41.0,256.0); (40.0,257.0); (40.0,263.0); (41.0,264.0); (41.0,274.0); (46.0,274.0); (47.0,273.0); (50.0,273.0); (51.0,272.0); (52.0,272.0); (52.0,265.0); (53.0,264.0); (53.0,254.0); (52.0,253.0); (52.0,251.0); (53.0,250.0)","[[51.0, 248.0], [42.0, 248.0], [42.0, 249.0], [41.0, 250.0], [41.0, 256.0], [40.0, 257.0], [40.0, 263.0], [41.0, 264.0], [41.0, 274.0], [46.0, 274.0], [47.0, 273.0], [50.0, 273.0], [51.0, 272.0], [52.0, 272.0], [52.0, 265.0], [53.0, 264.0], [53.0, 254.0], [52.0, 253.0], [52.0, 251.0], [53.0, 250.0]]"
ACM-109_Bottom,23,R8,resistor,resistor R11,Resistor_SMD,Resistor_SMD:R_0805_2012Metric,59,249,71,273,0.916,14,"(59.0,249.0); (58.0,250.0); (58.0,271.0); (59.0,272.0); (64.0,272.0); (65.0,273.0); (68.0,273.0); (69.0,272.0); (69.0,270.0); (70.0,269.0); (70.0,249.0); (69.0,248.0); (66.0,248.0); (65.0,249.0)","[[59.0, 249.0], [58.0, 250.0], [58.0, 271.0], [59.0, 272.0], [64.0, 272.0], [65.0, 273.0], [68.0, 273.0], [69.0, 272.0], [69.0, 270.0], [70.0, 269.0], [70.0, 249.0], [69.0, 248.0], [66.0, 248.0], [65.0, 249.0]]"
ACM-109_Bottom,24,C12,capacitor,capacitor unknown,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,116,180,142,195,0.957,14,"(115.0,181.0); (115.0,183.0); (114.0,184.0); (114.0,189.0); (115.0,190.0); (115.0,193.0); (118.0,195.0); (137.0,195.0); (140.0,192.0); (140.0,190.0); (141.0,189.0); (141.0,182.0); (138.0,179.0); (117.0,179.0)","[[115.0, 181.0], [115.0, 183.0], [114.0, 184.0], [114.0, 189.0], [115.0, 190.0], [115.0, 193.0], [118.0, 195.0], [137.0, 195.0], [140.0, 192.0], [140.0, 190.0], [141.0, 189.0], [141.0, 182.0], [138.0, 179.0], [117.0, 179.0]]"
ACM-109_Bottom,25,C13,capacitor,capacitor unknown,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,144,237,157,262,0.92,19,"(146.0,236.0); (144.0,238.0); (144.0,239.0); (143.0,240.0); (144.0,241.0); (144.0,250.0); (143.0,251.0); (143.0,258.0); (144.0,259.0); (144.0,260.0); (146.0,262.0); (149.0,262.0); (150.0,263.0); (153.0,263.0); (154.0,262.0); (155.0,262.0); (157.0,260.0); (157.0,238.0); (155.0,236.0)","[[146.0, 236.0], [144.0, 238.0], [144.0, 239.0], [143.0, 240.0], [144.0, 241.0], [144.0, 250.0], [143.0, 251.0], [143.0, 258.0], [144.0, 259.0], [144.0, 260.0], [146.0, 262.0], [149.0, 262.0], [150.0, 263.0], [153.0, 263.0], [154.0, 262.0], [155.0, 262.0], [157.0, 260.0], [157.0, 238.0], [155.0, 236.0]]"
ACM-109_Bottom,26,C14,capacitor,capacitor unknown,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,167,291,192,304,0.932,25,"(165.0,294.0); (165.0,300.0); (166.0,301.0); (166.0,303.0); (168.0,305.0); (172.0,305.0); (173.0,306.0); (174.0,306.0); (175.0,305.0); (188.0,305.0); (189.0,304.0); (190.0,304.0); (190.0,303.0); (191.0,302.0); (191.0,300.0); (192.0,299.0); (192.0,298.0); (191.0,297.0); (191.0,293.0); (189.0,291.0); (187.0,291.0); (186.0,290.0); (171.0,290.0); (170.0,291.0); (167.0,291.0)","[[165.0, 294.0], [165.0, 300.0], [166.0, 301.0], [166.0, 303.0], [168.0, 305.0], [172.0, 305.0], [173.0, 306.0], [174.0, 306.0], [175.0, 305.0], [188.0, 305.0], [189.0, 304.0], [190.0, 304.0], [190.0, 303.0], [191.0, 302.0], [191.0, 300.0], [192.0, 299.0], [192.0, 298.0], [191.0, 297.0], [191.0, 293.0], [189.0, 291.0], [187.0, 291.0], [186.0, 290.0], [171.0, 290.0], [170.0, 291.0], [167.0, 291.0]]"
ACM-109_Bottom,27,C15,capacitor,capacitor unknown,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,236,238,251,264,0.95,19,"(239.0,237.0); (236.0,239.0); (236.0,241.0); (235.0,242.0); (235.0,259.0); (236.0,260.0); (236.0,262.0); (239.0,264.0); (248.0,264.0); (250.0,262.0); (250.0,260.0); (251.0,259.0); (251.0,251.0); (250.0,250.0); (250.0,240.0); (249.0,239.0); (249.0,238.0); (248.0,238.0); (247.0,237.0)","[[239.0, 237.0], [236.0, 239.0], [236.0, 241.0], [235.0, 242.0], [235.0, 259.0], [236.0, 260.0], [236.0, 262.0], [239.0, 264.0], [248.0, 264.0], [250.0, 262.0], [250.0, 260.0], [251.0, 259.0], [251.0, 251.0], [250.0, 250.0], [250.0, 240.0], [249.0, 239.0], [249.0, 238.0], [248.0, 238.0], [247.0, 237.0]]"
ACM-109_Bottom,28,C16,capacitor,capacitor unknown,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,283,251,297,276,0.944,21,"(289.0,249.0); (288.0,250.0); (285.0,250.0); (284.0,251.0); (284.0,275.0); (285.0,276.0); (287.0,276.0); (288.0,277.0); (291.0,277.0); (292.0,276.0); (294.0,276.0); (296.0,274.0); (296.0,273.0); (297.0,272.0); (297.0,253.0); (296.0,252.0); (296.0,251.0); (295.0,251.0); (294.0,250.0); (291.0,250.0); (290.0,249.0)","[[289.0, 249.0], [288.0, 250.0], [285.0, 250.0], [284.0, 251.0], [284.0, 275.0], [285.0, 276.0], [287.0, 276.0], [288.0, 277.0], [291.0, 277.0], [292.0, 276.0], [294.0, 276.0], [296.0, 274.0], [296.0, 273.0], [297.0, 272.0], [297.0, 253.0], [296.0, 252.0], [296.0, 251.0], [295.0, 251.0], [294.0, 250.0], [291.0, 250.0], [290.0, 249.0]]"
ACM-109_Bottom,29,C17,capacitor,capacitor unknown,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,270,251,281,276,0.867,15,"(274.0,249.0); (273.0,250.0); (270.0,250.0); (270.0,274.0); (273.0,276.0); (277.0,276.0); (278.0,275.0); (280.0,275.0); (280.0,260.0); (281.0,259.0); (281.0,252.0); (280.0,251.0); (280.0,250.0); (279.0,250.0); (278.0,249.0)","[[274.0, 249.0], [273.0, 250.0], [270.0, 250.0], [270.0, 274.0], [273.0, 276.0], [277.0, 276.0], [278.0, 275.0], [280.0, 275.0], [280.0, 260.0], [281.0, 259.0], [281.0, 252.0], [280.0, 251.0], [280.0, 250.0], [279.0, 250.0], [278.0, 249.0]]"
ACM-109_Bottom,30,C18,capacitor,capacitor unknown,Capacitor_SMD,Capacitor_SMD:C_0805_2012Metric,352,241,378,256,0.957,18,"(351.0,245.0); (351.0,253.0); (352.0,254.0); (352.0,255.0); (355.0,257.0); (374.0,257.0); (375.0,256.0); (376.0,256.0); (378.0,253.0); (378.0,244.0); (377.0,243.0); (377.0,242.0); (376.0,242.0); (375.0,241.0); (355.0,241.0); (354.0,242.0); (353.0,242.0); (353.0,243.0)","[[351.0, 245.0], [351.0, 253.0], [352.0, 254.0], [352.0, 255.0], [355.0, 257.0], [374.0, 257.0], [375.0, 256.0], [376.0, 256.0], [378.0, 253.0], [378.0, 244.0], [377.0, 243.0], [377.0, 242.0], [376.0, 242.0], [375.0, 241.0], [355.0, 241.0], [354.0, 242.0], [353.0, 242.0], [353.0, 243.0]]"
